Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
5740,Bob Dylan,Forever Young,54.0,0.488,0.493,2.0,-9.878,1,0.0464,0.255,0.000181,0.102,0.389,135.093,296133.0,4,10
5741,"Ali Farka Touré, Toumani Diabaté",Mamadou boutiquier,35.0,0.711,0.404,,-10.059,1,0.0342,0.801,0.95,0.0597,0.449,96.591,5.05955,3,7
5742,The Moody Blues,Legend Of A Mind,43.0,0.33,0.461,2.0,-12.407,1,0.0314,0.154,0.184,0.151,0.322,127.058,396613.0,4,10
5743,Witchcraft,Deconstruction,48.0,0.297,0.872,3.0,-5.881,0,0.0405,0.000119,0.0232,0.32,0.533,80.384,309987.0,4,8
5744,Limp Bizkit,Rollin' (Air Raid Vehicle),75.0,0.603,0.933,1.0,-3.358,1,0.171,0.00591,,0.206,0.709,96.306,213760.0,4,8
5745,The Smashing Pumpkins,Today - Remastered,,0.457,0.825,8.0,-7.611,1,0.0268,3.29e-05,0.578,0.0548,0.414,82.539,201173.0,4,1
5746,The Atomic Bitchwax,So Come On,41.0,0.293,0.928,2.0,-4.865,0,0.095,4.2e-05,0.0325,0.197,0.507,106.113,251973.0,4,8
5747,Sum 41,Catching Fire (Acoustic),51.0,0.68,0.454,1.0,-4.262,1,0.0392,0.232,0.000111,0.112,0.238,139.012,240019.0,4,10
5748,Fu Manchu,Eatin' Dust,48.0,0.292,0.927,7.0,-5.142,0,0.081,0.000126,0.0417,0.178,0.403,92.236,190800.0,4,8
5749,Cara Rose,Learn to Speak,45.0,0.459,0.11,6.0,-15.049,0,0.0352,0.89,3.03e-05,0.118,0.329,66.662,256512.0,4,9
5750,Pale Saints,Ordeal,31.0,0.503,0.541,2.0,-15.489,1,0.0335,7.82e-05,0.818,0.262,0.613,121.503,238227.0,3,6
5751,Yehudit Ravitz,◊ë◊ú◊ô ◊ê◊ï◊® ◊î◊ô◊ù,20.0,0.295,0.512,10.0,-4.274,1,0.0345,0.087,,0.0939,0.238,114.871,197283.0,4,10
5752,Smokepurpp,Prom Queen,58.0,0.889,0.624,1.0,-3.589,1,0.132,0.00225,,0.0926,0.311,78.019,110795.0,4,5
5753,Sarah Palu,Ikivirta,38.0,0.617,0.375,5.0,-11.889,0,0.0319,0.742,0.513,0.109,0.117,151.983,387547.0,4,1
5754,Death Cab for Cutie,Soul Meets Body,57.0,0.63,0.772,2.0,-8.366,0,0.0251,0.124,0.000432,0.116,0.717,128.133,230907.0,4,6
5755,Pink Floyd,"Another Brick in the Wall, Pt. 2",75.0,0.694,0.394,,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,3.97911667,4,10
5756,The Beatles,Blackbird - Remastered 2009,73.0,0.686,0.127,7.0,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,2.30645,4,0
5757,Fu Manchu,Time Is Going On,37.0,0.426,0.787,7.0,-6.053,1,0.0408,0.000279,0.154,0.0614,0.477,138.19,218720.0,4,8
5758,Noy Alooshe,L.I.E,35.0,0.692,0.903,8.0,-6.041,0,0.0566,0.0525,3.8e-06,0.1,0.304,122.093,167213.0,4,9
5759,Tears For Fears,Woman In Chains,68.0,0.434,0.609,5.0,-8.295,1,0.0306,0.0232,0.00108,0.0557,0.372,159.994,391000.0,4,10
5760,Rhode & Brown,Everything in Motion,,0.709,0.387,9.0,-12.586,0,0.0355,0.021,0.904,0.0871,0.304,115.029,225671.0,4,6
5761,J. Cole,a p p l y i n g . p r e s s u r e,82.0,0.699,0.759,1.0,-5.302,1,0.311,0.0814,,0.312,0.404,83.092,177337.0,4,5
5762,Jalen Santoy,Mad Nice,41.0,0.806,0.741,,-7.535,1,0.209,0.278,,0.0985,0.286,105.022,148793.0,4,5
5763,Bleached,Hard to Kill,47.0,0.725,0.695,,-6.934,1,0.0288,0.000697,0.00161,0.233,0.86,127.523,206160.0,4,10
5764,NEFFEX,Are You Ok?,66.0,0.674,0.831,2.0,-6.654,0,0.065,0.0315,,0.183,0.415,148.02,135962.0,4,1
5765,Black Star,Definition,59.0,0.65,0.9,1.0,-4.099,0,0.374,0.0252,,0.176,0.659,89.788,206493.0,4,5
5766,Shlomo Artzi,◊ê◊£ ◊§◊¢◊ù ◊ú◊ê ◊™◊ì◊¢◊ô,33.0,0.663,0.479,4.0,-13.037,0,0.0323,0.796,0.00917,0.148,0.618,133.371,344813.0,4,10
5767,Earl King,Mother's Love,36.0,0.572,0.552,9.0,-9.134,1,0.0507,0.512,0.00825,0.0836,0.489,95.06,163293.0,3,2
5768,AC/DC,Rock N Roll Train,69.0,0.547,0.931,2.0,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,261507.0,4,10
5769,M√∂tley Cr√ºe,"Girls, Girls, Girls",71.0,0.6,0.931,7.0,-4.647,1,0.0734,0.0296,7.1e-05,0.392,0.542,140.123,270427.0,4,9
5770,Wolfmother,Joker And The Thief,64.0,0.264,0.8,,-2.427,1,0.0537,0.0195,0.00744,0.406,0.465,155.558,279667.0,4,1
5771,Born Ruffians,Checkin' Out,36.0,0.475,0.518,7.0,-9.665,1,0.0639,0.000946,0.00425,0.0907,0.513,104.0,157000.0,4,6
5772,Roxette,Listen to Your Heart - Live from Santiago 2012,36.0,0.203,0.717,11.0,-5.82,0,0.0381,0.00539,1.03e-05,0.976,0.461,175.923,5.761116667,4,9
5773,Sega Bodega,Make U Stay,50.0,0.702,0.722,4.0,-7.971,0,0.0417,0.0909,0.025,0.134,0.315,145.959,200500.0,4,6
5774,Toumani Diabaté,Kaira,30.0,0.433,0.0648,1.0,-20.872,1,0.0552,0.643,0.685,0.0953,0.291,152.817,8.142216667,4,7
5775,Dead Poet Society,.burymewhole.,42.0,0.24,0.864,2.0,-5.59,1,0.0421,0.000119,0.411,0.157,0.528,176.78,188166.0,3,1
5776,WALK THE MOON,Shut Up and Dance,81.0,0.578,0.866,1.0,-3.804,1,0.0619,0.00701,,0.257,0.619,128.038,199080.0,4,10
5777,Tim McGraw,"I Like It, I Love It",68.0,0.643,0.961,,-5.298,1,0.0315,0.0196,,0.948,0.96,124.027,3.42845,4,4
5778,Halflives,Rockstar Everyday,44.0,0.701,0.821,5.0,-4.496,0,0.0335,0.0276,0.00269,0.0875,0.651,107.99,203333.0,4,10
5779,Jakob Ahlbom,Quiet,44.0,0.264,0.123,8.0,-21.152,1,0.0324,0.96,0.91,0.124,0.153,127.219,2.754916667,4,7
5780,Of Mice & Men,The Calm,39.0,0.497,0.159,9.0,-18.554,0,0.0414,0.00204,0.871,0.113,0.036,110.079,110480.0,4,10
5781,Ratboys,Go Outside,42.0,0.578,0.633,7.0,-7.552,1,0.0355,0.0869,0.00327,0.113,0.928,141.971,169067.0,3,1
5782,Riff Cohen,TEMPO,33.0,0.676,0.588,2.0,-7.294,1,0.0312,0.361,4.58e-05,0.0977,0.69,150.203,219517.0,4,6
5783,Shadow and Light,Dhadkan,,0.531,0.553,7.0,-10.379,0,0.04,0.447,0.0603,0.112,0.357,171.962,4.616283333,4,0
5784,Britney Spears,Mood Ring (By Demand) - Pride Remix,44.0,0.612,0.818,11.0,-5.2,1,0.0298,0.000762,0.00349,0.179,0.574,119.985,3.183633333,4,9
5785,Pinballsound,–°–Ω–µ–≥ - New Mix,21.0,0.504,0.441,8.0,-10.01,1,0.21,0.066,0.00897,0.0873,0.602,80.012,250000.0,3,6
5786,Caspr,Coke Nose,3.0,0.668,0.645,1.0,-5.986,0,0.0483,0.0131,1.65e-05,0.138,0.424,155.013,164118.0,4,9
5787,Eviatar Banai,◊™◊™◊ó◊†◊†◊ô ◊ê◊ú◊ô◊ô,29.0,0.424,0.201,7.0,-13.993,0,0.0355,0.913,3.19e-05,0.223,0.366,94.571,172747.0,3,10
5788,Widespread Panic,Use Me,35.0,0.337,0.859,11.0,-6.454,0,0.051,0.339,0.00655,0.78,0.873,171.259,507600.0,4,10
5789,Transatlantic,The World We Used to Know,30.0,0.276,0.836,,-7.396,0,0.0511,0.00266,0.00467,0.219,0.411,136.62,561707.0,4,8
5790,Kills Birds,Volcano,38.0,0.274,0.984,7.0,-3.378,1,0.29,0.00155,0.0503,0.314,0.359,169.235,168824.0,4,10
5791,UPSAHL,People I Don't Like,72.0,0.747,0.573,11.0,-6.562,0,0.295,0.268,,0.302,0.551,90.036,142766.0,4,1
5792,Arca,Mequetrefe,49.0,0.674,0.823,,-8.654,1,0.202,0.0199,1.25e-05,0.666,0.673,94.118,140742.0,4,6
5793,Robert Palmer,Addicted To Love,68.0,0.702,0.578,2.0,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640.0,4,10
5794,Vance Joy,Georgia,66.0,0.388,0.66,11.0,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,3.84178333,4,0
5795,The Clash,Rock the Casbah - Remastered,71.0,0.797,0.872,9.0,-6.727,0,0.0575,0.291,,0.284,0.866,129.885,3.70711667,4,10
5796,HYUKOH,Help (Sunset Rollercoaster Remake),42.0,0.802,0.865,6.0,-7.231,0,0.0342,0.275,0.604,0.123,0.942,131.99,252281.0,4,10
5797,Two Fingers,Seesayer,43.0,0.501,0.745,,-5.787,1,0.0391,0.000174,0.794,0.126,0.165,173.097,207627.0,4,10
5798,joey maxwell,too much,33.0,0.608,0.844,3.0,-7.486,1,0.0437,0.311,0.0264,0.0982,0.499,136.1,172813.0,4,9
5799,Wear Your Wounds,Rust on the Gates of Heaven,20.0,0.0961,0.425,,-7.878,1,0.0396,0.0138,0.842,0.136,0.19,160.107,404706.0,4,8
5800,St. Vincent,The Melting Of The Sun,61.0,0.52,0.463,10.0,-10.429,1,0.0958,0.609,0.0014,0.426,0.469,159.931,257520.0,4,1
5801,Andre Williams,The Monkey Speaks His Mind,19.0,0.818,0.341,11.0,-13.407,1,0.0976,0.558,0.000106,0.0799,0.928,126.741,172000.0,4,2
5802,Robert Palmer,Sneakin' Sally Through The Alley,56.0,0.64,0.679,4.0,-12.356,1,0.0302,0.424,0.00294,0.0878,0.965,99.296,265893.0,4,10
5803,Sticky,Booo! (feat. Ms Dynamite) - Original Dirty Mix,46.0,0.6,0.77,6.0,-7.077,1,0.195,0.0004,0.000264,0.0533,0.625,131.582,327293.0,4,5
5804,Dirty Heads,Lift Me Up,56.0,0.621,0.668,,-5.15,1,0.046,0.0954,,0.114,0.685,163.901,153680.0,4,10
5805,Dennis Lloyd,Like A Stone (feat. Tom Morello) - Recorded at Electric Lady Studios NYC,50.0,0.356,0.205,9.0,-7.617,0,0.0304,0.756,,0.0916,0.177,107.057,259189.0,4,10
5806,Khruangbin,Summer Madness,59.0,0.504,0.323,6.0,-12.442,0,0.0481,0.382,0.835,0.373,0.453,79.654,201917.0,4,1
5807,Josh Teskey,Thinking 'Bout Myself,51.0,0.644,0.53,4.0,-8.296,0,0.0884,0.787,0.0303,0.259,0.678,99.733,221214.0,4,2
5808,The Offspring,Hit That,62.0,0.704,0.809,4.0,-3.045,1,0.0321,0.0233,,0.0596,0.962,131.952,169413.0,4,10
5809,Electric Light Orchestra,Mr. Blue Sky,81.0,0.388,0.338,10.0,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373.0,4,9
5810,Buffalo Killers,Get It,36.0,0.494,0.767,9.0,-6.291,1,0.0342,0.0726,0.02,0.194,0.627,150.076,190586.0,4,8
5811,347aidan,Dancing in My Room,3.0,0.979,0.41,8.0,-11.056,0,0.112,0.658,3.42e-05,0.205,0.74,119.971,3.002033333,4,9
5812,Blay Vision,Gone Mad,35.0,0.708,0.763,8.0,-5.74,0,0.0428,0.054,0.000102,0.132,0.221,119.977,212009.0,4,5
5813,Taarovet Eskot,◊î◊ó◊ì◊® ◊î◊ê◊ô◊†◊ò◊ô◊û◊ô ◊©◊ú◊ô,31.0,0.765,0.612,,-8.427,1,0.0252,0.133,2.27e-05,0.063,0.935,106.455,210333.0,4,10
5814,Iggy Pop,Real Wild Child (Wild One),63.0,0.59,0.851,4.0,-11.754,1,0.0297,0.0174,0.0975,0.154,0.968,146.213,218307.0,4,10
5815,Girlhood,It Might Take A Woman,49.0,0.59,0.864,4.0,-5.478,1,0.0327,0.000453,1.06e-06,0.275,0.272,102.972,190960.0,4,6
5816,Eric Carmen,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",75.0,0.712,0.549,5.0,-9.484,1,0.0254,0.011,,0.118,0.552,109.882,251067.0,4,10
5817,Don Henley,The Heart Of The Matter,49.0,0.582,0.521,2.0,-11.528,1,0.0249,0.221,,0.21,0.405,88.131,324667.0,4,10
5818,Radolescent,406,18.0,0.368,0.85,,-2.646,1,0.0485,0.014,,0.226,0.397,159.928,193053.0,4,10
5819,Chevron,Stay,17.0,0.771,0.824,6.0,-5.33,0,0.429,0.000449,0.553,0.0849,0.84,122.017,179016.0,4,6
5820,Josiah and the Bonnevilles,Stolen Love,50.0,0.529,0.693,1.0,-7.47,1,0.0262,0.00613,4.38e-06,0.205,0.448,112.012,223160.0,4,1
5821,Rexx Life Raj,State of Mind,40.0,0.754,0.473,11.0,-8.884,0,0.4,0.276,2.18e-06,0.0872,0.148,143.87,206759.0,4,5
5822,Uncut,Gold Digger Woman,14.0,0.461,0.94,9.0,-6.587,1,0.061,0.0059,2.37e-06,0.0808,0.599,148.048,249947.0,4,10
5823,Baby Keem,no sense,68.0,0.783,0.485,,-11.262,0,0.521,0.419,0.0998,0.182,0.858,179.948,170766.0,4,5
5824,Kings of Convenience,Rocky Trail,65.0,0.549,0.418,6.0,-13.172,1,0.0423,0.788,0.123,0.112,0.692,171.98,210377.0,4,6
5825,Jax,90s Kids,64.0,0.714,0.657,,-6.436,1,0.118,0.0802,,0.35,0.725,151.898,163816.0,4,9
5826,Aerosmith,Eat The Rich,,0.588,0.902,11.0,-4.368,0,0.0428,0.00283,0.0295,0.355,0.715,122.896,251000.0,4,10
5827,Hadag Nahash,◊ê◊†◊ô ◊û◊ê◊û◊ô◊ü,34.0,0.682,0.911,11.0,-2.719,0,0.0283,0.112,1.05e-06,0.31,0.693,110.977,238947.0,4,5
5828,Lucy Dacus,Thumbs,52.0,0.474,0.0964,7.0,-15.87,0,0.0406,0.961,,0.134,0.272,97.595,265440.0,4,6
5829,Richard Pryor,Niggers vs. The Police,22.0,0.531,0.674,8.0,-12.158,1,0.955,0.822,,0.908,0.468,78.778,101773.0,3,5
5830,Stone Temple Pilots,Plush,67.0,0.643,0.364,5.0,-11.018,0,0.04,0.715,,0.659,0.283,133.377,230293.0,4,10
5831,Laxmikant–Pyarelal,Dandia Music,24.0,0.301,0.969,2.0,-11.283,1,0.302,0.804,0.329,0.801,0.0428,185.722,4.789116667,3,3
5832,Krokus,Screaming in the Night,53.0,0.475,0.576,9.0,-13.059,1,0.0312,0.0218,0.0221,0.391,0.524,96.378,397773.0,4,10
5833,Hermie,I Will Wait For You,40.0,0.44,0.114,2.0,-18.43,0,0.037,0.953,0.849,0.119,0.144,92.895,2.2809,4,7
5834,Osi And The Jupiter,Baldur,46.0,0.104,0.352,9.0,-15.31,0,0.0422,0.194,0.858,0.0904,0.0373,90.265,395337.0,3,8
5835,Pooh Shiesty,Back In Blood (feat. Lil Durk),82.0,0.759,0.538,8.0,-8.256,0,0.384,0.151,,0.126,0.831,146.933,184490.0,4,5
5836,The Raconteurs,Salute Your Solution,51.0,0.266,0.946,9.0,-2.855,1,0.171,0.00781,2.73e-06,0.26,0.498,168.465,179973.0,4,1
5837,Deaf Wish,FFS,23.0,0.332,0.943,9.0,-7.401,1,0.0794,0.00198,0.561,0.381,0.125,78.566,133479.0,4,1
5838,The Strokes,The Adults Are Talking,80.0,0.593,0.749,5.0,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053.0,4,6
5839,Zuzu Bollin,Why Don't You Eat Where You Slept Last Night?,37.0,0.606,0.393,10.0,-16.296,1,0.0506,0.736,0.69,0.0823,0.832,131.863,174133.0,4,2
5840,Warped Window,Anna Mieke,57.0,0.409,0.0533,8.0,-16.276,1,0.0517,0.932,1.13e-05,0.113,0.172,67.36,4.9211,3,0
5841,Pat Benatar,Hit Me With Your Best Shot,71.0,0.741,0.58,4.0,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,171267.0,4,10
5842,Aviv Geffen,◊ñ◊î ◊®◊ß ◊î◊ú◊ë ◊©◊õ◊ï◊ê◊ë ◊ú◊ö,30.0,0.322,0.719,7.0,-5.142,1,0.0337,0.0328,9.76e-05,0.137,0.391,77.44,232627.0,4,10
5843,Doja Cat,Rules,78.0,0.664,0.724,7.0,-5.457,1,0.116,0.171,,0.13,0.697,144.052,187040.0,4,9
5844,Genesis Owusu,A Song About Fishing,46.0,0.528,0.694,11.0,-7.981,1,0.0419,0.0621,0.000962,0.105,0.493,179.945,205880.0,3,6
5845,Celldweller,My Disintegration,40.0,0.236,0.903,8.0,-3.02,1,0.18,6.05e-05,0.154,0.105,0.395,184.05,380886.0,4,8
5846,The Magic Gang,Think,38.0,0.387,0.772,10.0,-2.064,0,0.0522,0.000348,0.000387,0.0536,0.644,164.107,207429.0,4,6
5847,Kina Grannis,For Now,58.0,0.394,0.249,5.0,-10.484,1,0.0396,0.927,,0.115,0.329,79.549,3.30673333,4,0
5848,"Mohammed Rafi, Amitabh Bachchan, Rishi Kapoor",Chal Mere Bhai - Naseeb / Soundtrack Version,36.0,0.612,0.606,7.0,-9.22,0,0.033,0.486,,0.077,0.843,79.423,6.825333333,4,3
5849,George Strait,The Fireman,56.0,0.664,0.601,2.0,-13.379,1,0.0616,0.137,3.09e-05,0.0567,0.934,168.979,2.572666667,4,4
5850,Badflower,The Jester,54.0,0.51,0.827,2.0,-6.013,1,0.0419,0.00708,7.27e-05,0.191,0.338,92.92,245933.0,4,10
5851,Joshua Ray Walker,Voices,42.0,0.515,0.447,,-10.533,1,0.0394,0.291,0.00012,0.0923,0.184,76.575,264947.0,4,1
5852,The Gaslight Anthem,"""45""",50.0,0.312,0.975,8.0,-4.628,1,0.0853,0.000667,1.15e-06,0.133,0.37,178.117,207547.0,4,10
5853,Little Simz,Venom,75.0,0.436,0.655,7.0,-8.153,1,0.159,0.425,,0.393,0.523,139.712,2.57915,4,9
5854,Vance Joy,Lay It on Me - Acoustic,45.0,0.483,0.49,5.0,-4.736,1,0.0318,0.768,1.2e-06,0.112,0.43,137.606,201561.0,4,9
5855,Mimi Webb,Good Without,84.0,0.616,0.576,11.0,-5.495,0,0.0532,0.0723,,0.375,0.269,89.962,182121.0,4,9
5856,Red Hot Chili Peppers,Suck My Kiss,64.0,0.623,0.936,,-9.955,1,0.0528,0.000617,9.86e-05,0.269,0.705,101.514,217133.0,4,10
5857,Lifehouse,Breathing,50.0,0.499,0.82,2.0,-6.163,0,0.0301,0.0495,,0.345,0.593,144.949,265400.0,4,10
5858,Imagine Dragons,Second Chances,44.0,0.401,0.567,10.0,-9.131,1,0.0355,0.171,0.00859,0.103,0.362,171.059,217973.0,3,10
5859,Dandila,Melanin In The Hamptons,31.0,0.595,0.579,1.0,-7.253,0,0.397,0.0146,,0.379,0.485,129.766,129242.0,5,5
5860,Anna Zak,◊®◊ï◊ß 2000,39.0,0.628,0.605,8.0,-9.014,1,0.0344,0.421,4.34e-06,0.103,0.439,119.904,230029.0,4,9
5861,New Order,Blue Monday,70.0,0.762,0.651,,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,449160.0,4,6
5862,We Three Trio,Skating,49.0,0.526,0.341,10.0,-17.948,0,0.036,0.886,0.921,0.0953,0.169,123.366,3.283333333,3,7
5863,Sonn,Rumours,49.0,0.75,0.596,3.0,-8.594,1,0.106,0.132,0.0189,0.124,0.334,102.021,207059.0,4,6
5864,Meshuggah,New Millennium Cyanide Christ,49.0,0.359,0.968,10.0,-5.168,0,0.121,0.000209,0.00309,0.148,0.154,152.511,335667.0,4,8
5865,James Cotton,Play With Your Poodle,38.0,0.515,0.43,7.0,-10.912,1,0.25,0.81,0.0069,0.126,0.624,165.888,219000.0,4,2
5866,Dudu Tassa,◊™◊ë◊ô◊ê◊ô ◊ê◊ô◊™◊ö ◊ô◊ô◊ü,28.0,0.699,0.886,4.0,-4.394,0,0.0555,0.0322,0.000951,0.134,0.67,101.952,224365.0,4,10
5867,Fifty Foot Hose,If Not This Time,25.0,0.297,0.617,2.0,-9.132,1,0.0338,0.268,0.00861,0.112,0.345,171.977,218667.0,4,2
5868,The Nice,Diary Of An Empty Day,20.0,0.4,0.52,2.0,-12.225,1,0.0323,0.0646,0.405,0.223,0.51,103.225,238200.0,3,10
5869,Lil Poppa,Mask On,52.0,0.758,0.631,11.0,-6.645,0,0.43,0.13,,0.164,0.25,139.925,164752.0,4,5
5870,Mink Mussel Creek,Cat Love Power,33.0,0.345,0.614,2.0,-6.976,1,0.0357,0.0309,0.0249,0.134,0.042,123.016,407533.0,4,6
5871,MOSES,You Need L,23.0,0.462,0.865,2.0,-3.71,1,0.0351,0.00239,0.000769,0.0951,0.283,99.984,210563.0,4,10
5872,Tessa Violet,Games,61.0,0.682,0.736,1.0,-5.004,1,0.0458,0.017,,0.14,0.812,150.021,209748.0,4,10
5873,alt-J,Every Other Freckle,55.0,0.527,0.704,9.0,-7.632,1,0.0821,0.626,0.0402,0.117,0.516,143.884,216004.0,4,6
5874,Gama Bomb,Sea Savage,24.0,0.42,0.968,4.0,-4.482,0,0.229,0.00162,0.0718,0.147,0.227,199.772,237514.0,4,8
5875,Robert Plant,Nothing Takes the Place of You,37.0,0.269,0.289,7.0,-15.028,1,0.0335,0.264,0.108,0.117,0.104,96.774,361453.0,4,10
5876,"Lata Mangeshkar, Bhupinder Singh",Honthon Mein Aisi Baat,20.0,0.567,0.666,9.0,-6.888,1,0.274,0.905,0.247,0.443,0.795,111.315,7.927683333,4,3
5877,St. Vincent,Digital Witness,42.0,0.782,0.444,5.0,-7.081,1,0.0489,0.00904,0.0101,0.0887,0.882,104.975,202000.0,4,6
5878,NOISY,Where‚Äôs Your Head?,47.0,0.468,0.934,8.0,-4.256,1,0.234,0.000274,0.000345,0.0995,0.557,179.998,193202.0,3,10
5879,Alfie Templeman,Happiness In Liquid Form,61.0,0.691,0.854,6.0,-4.542,0,0.068,0.00181,0.00762,0.333,0.833,124.005,212825.0,4,9
5880,Caleb Elliott,Makes Me Wonder,33.0,0.636,0.51,2.0,-8.955,0,0.0244,0.0688,0.371,0.131,0.718,84.198,213440.0,4,1
5881,Lonely Robot,Keeping People as Pets,26.0,0.361,0.874,9.0,-7.227,0,0.0538,0.021,0.162,0.0951,0.404,122.942,320680.0,4,10
5882,Shalom Hanoch,◊î◊û◊ì◊ô◊†◊î ◊î◊ñ◊ê◊™ ◊¶◊®◊ô◊õ◊î ◊ê◊û◊ê,16.0,0.586,0.405,5.0,-8.571,0,0.0274,0.612,2.22e-06,0.123,0.167,140.003,224740.0,4,10
5883,Ron Gallo,"Young Lady, You're Scaring Me",59.0,0.371,0.921,9.0,-5.533,1,0.0784,0.0113,2.7e-05,0.43,0.508,109.675,220538.0,4,10
5884,mehro,chance with you,52.0,0.562,0.494,4.0,-8.13,0,0.0278,0.864,0.0259,0.153,0.383,144.104,215516.0,4,9
5885,Various Artists,Tere Ishq Ka Mujhpe Hua Ye Asar / Dialogue : Halat Kuch Ti Apni Bhi ( Nagin ) - Nagin / Soundtrack Version,22.0,0.461,0.624,9.0,-6.06,1,0.108,0.847,,0.36,0.643,123.546,6.84445,4,3
5886,Brooks & Dunn,Play Something Country,59.0,0.685,0.909,,-3.797,1,0.032,0.0782,1.25e-06,0.369,0.864,115.043,3.259783333,4,4
5887,Cream,Crossroads - Live,57.0,0.391,0.756,7.0,-11.317,1,0.0648,0.413,0.0418,0.879,0.839,131.648,258467.0,4,2
5888,Omar Coleman,Strange Times,35.0,0.516,0.55,6.0,-7.304,1,0.0387,0.315,0.0469,0.261,0.719,178.42,261990.0,4,2
5889,The Hellacopters,By the Grace of God,47.0,0.211,0.973,4.0,-3.292,1,0.154,0.0015,,0.0597,0.309,154.295,184640.0,4,6
5890,The Revelries,Clich√© Love,38.0,0.599,0.702,8.0,-6.387,1,0.0601,0.000366,,0.114,0.806,126.051,164784.0,4,10
5891,Villain of the Story,Stuck,46.0,0.423,0.808,4.0,-4.728,0,0.0347,0.000809,0.00251,0.068,0.0981,95.066,237474.0,4,8
5892,Altin G√ºn,Gelin Halayƒ±,36.0,0.407,0.704,,-10.505,1,0.0361,0.0395,0.0829,0.12,0.948,104.695,197125.0,4,1
5893,"Diego Diaz, Yuto Kanazawa",The Past,39.0,0.364,0.0647,4.0,-19.622,0,0.0373,0.993,0.929,0.0951,0.0507,81.388,2.8,4,7
5894,Bright Eyes,Persona Non Grata,49.0,0.489,0.597,2.0,-7.296,1,0.0386,0.0553,0.00133,0.112,0.438,140.764,212413.0,3,6
5895,Good Charlotte,Lifestyles of the Rich & Famous,70.0,0.62,0.93,1.0,-3.685,1,0.0374,0.00043,,0.0686,0.609,106.22,190173.0,4,10
5896,"Avanti Patel, Anshuman Sharma",Saiyaan Bina (feat. Anshuman Sharma),26.0,0.423,0.556,1.0,-8.29,0,0.0356,0.858,0.0451,0.105,0.201,143.977,4.472216667,4,0
5897,Goodie Mob,Cell Therapy,59.0,0.849,0.476,,-10.479,1,0.445,0.0965,,0.105,0.48,83.21,277133.0,4,5
5898,Joan Jett & The Blackhearts,I Love Rock 'N Roll,74.0,0.535,0.716,4.0,-5.025,1,0.0431,0.326,,0.659,0.901,94.379,175173.0,4,10
5899,Trivium,In Waves,60.0,0.477,0.94,9.0,-3.435,1,0.103,0.000211,0.0518,0.346,0.338,76.517,302467.0,4,8
5900,Skrizzly Adams,New Dress,47.0,0.552,0.667,6.0,-5.713,1,0.0383,0.22,,0.21,0.801,94.412,174843.0,4,10
5901,Westlife,Moments,2.0,0.57,0.371,4.0,-8.507,1,0.0296,0.499,,0.389,0.565,133.819,4.279333333,4,9
5902,Dani de Morón,Creer Para Ver,41.0,0.4,0.285,5.0,-12.209,0,0.0625,0.969,0.862,0.109,0.105,79.115,5.96645,4,7
5903,AC/DC,Back In Black,83.0,0.31,0.7,9.0,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4.25821667,4,10
5904,Lily Rose,Villain,70.0,0.632,0.642,,-7.957,1,0.0646,0.313,,0.092,0.175,107.377,2.9348,4,4
5905,Erkin Koray,√á√∂p√ß√ºler,54.0,0.469,0.486,9.0,-15.076,0,0.0427,0.149,1.21e-05,0.123,0.595,130.737,239267.0,4,10
5906,France Gall,Laisse tomber les filles,39.0,0.663,0.699,2.0,-9.659,1,0.0313,0.485,,0.0994,0.965,132.817,124973.0,4,1
5907,Psychic Ills,I Don't Mind,41.0,0.191,0.376,1.0,-9.946,1,0.0341,0.47,0.775,0.104,0.194,159.53,280720.0,3,6
5908,Daughtry,Heavy Is The Crown,58.0,0.188,0.844,1.0,-4.223,0,0.067,0.00135,0.000509,0.0855,0.216,159.336,235013.0,4,10
5909,Warne Marsh,Quintessence - Remastered,41.0,0.57,0.165,,-16.408,0,0.0389,0.804,0.000911,0.236,0.591,76.368,4.268883333,4,7
5910,The 1975,Somebody Else,73.0,0.618,0.793,,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,347526.0,4,9
5911,Eva-Lina,I Am the Ex Now,46.0,0.654,0.592,4.0,-8.528,0,0.0584,0.381,0.000913,0.105,0.312,119.957,208000.0,4,9
5912,Derek & The Dominos,Have You Ever Loved A Woman?,57.0,0.303,0.648,,-6.795,1,0.0512,0.642,0.053,0.407,0.644,170.379,412960.0,3,2
